sym,method,fold,train_start,train_end,test_start,test_end,best_params,is_sharpe,is_return_pct,is_trades,oos_sharpe,oos_return_pct,oos_max_dd_pct,oos_trades,split_id,test_fold_ids,purge_days,embargo_days
AG,PWF,,2012-05-10,2022-02-04,2022-02-24,2023-07-20,"{'fast_window': 20, 'slow_window': 40}",0.6789012026656803,,121,0.4109851894631688,0.789937949999997,-1.5848358576220356,9,5.0,7,20.0,0.0
AG,PWF,,2012-05-10,2023-06-30,2023-07-20,2024-12-12,"{'fast_window': 20, 'slow_window': 40}",0.6684917217564644,,133,1.382519749684765,5.147629199999981,-1.4574891089525848,21,6.0,8,20.0,0.0
AG,PWF,,2012-05-10,2024-11-22,2024-12-12,2026-05-15,"{'fast_window': 20, 'slow_window': 40}",0.8165350632218786,,157,1.147055628416227,21.63540614999999,-13.530357044526648,7,7.0,9,20.0,0.0
I,WFA,1.0,2013-10-18,2015-09-18,2015-09-18,2016-05-25,"{'fast_window': 30, 'slow_window': 40}",0.7703172718221639,2.4404273999999893,13,2.071688510818429,1.8687997000000012,-0.7345342379181302,5,,,,
I,WFA,2.0,2014-06-25,2016-05-25,2016-05-25,2017-01-30,"{'fast_window': 10, 'slow_window': 60}",0.8060326595849975,3.9103241999999927,19,0.22448218891498886,0.32282679999999786,-1.7489315210986913,7,,,,
I,WFA,3.0,2015-03-02,2017-01-30,2017-01-30,2017-10-07,"{'fast_window': 10, 'slow_window': 60}",0.6917864747509652,3.6389879999999986,23,0.7268016608161267,0.6891140999999879,-1.066669703909883,3,,,,
I,WFA,4.0,2015-11-07,2017-10-07,2017-10-07,2018-06-14,"{'fast_window': 10, 'slow_window': 100}",0.12587354027062456,0.5364087000000017,13,0.2896597420969596,0.159706000000015,-0.5023890539433133,1,,,,
I,WFA,5.0,2016-07-14,2018-06-14,2018-06-14,2019-02-19,"{'fast_window': 10, 'slow_window': 40}",0.27066848256939896,1.1728846000000015,23,0.777714863848374,0.6129323999999992,-1.0073169083939106,7,,,,
I,WFA,6.0,2017-03-21,2019-02-19,2019-02-19,2019-10-27,"{'fast_window': 20, 'slow_window': 40}",0.5246956269178035,1.4888290000000026,21,0.6366560738350358,0.528822799999995,-0.9890748239001235,3,,,,
I,WFA,7.0,2017-11-26,2019-10-27,2019-10-27,2020-07-03,"{'fast_window': 20, 'slow_window': 40}",0.6206541081131823,2.3540474000000033,19,-1.3890170034723484,-1.9526280000000007,-2.491798199999996,7,,,,
I,WFA,8.0,2018-08-03,2020-07-03,2020-07-03,2021-03-10,"{'fast_window': 10, 'slow_window': 40}",0.11621863106632031,0.5063861000000003,23,-0.9463890552214002,-2.022993999999989,-5.018936964113182,5,,,,
I,WFA,9.0,2019-04-10,2021-03-10,2021-03-10,2021-11-15,"{'fast_window': 10, 'slow_window': 60}",-0.11610160668562133,-0.6012133000000031,15,2.412280981036134,5.979317500000003,-1.6035505750215784,1,,,,
I,WFA,10.0,2019-12-16,2021-11-15,2021-11-15,2022-07-23,"{'fast_window': 10, 'slow_window': 100}",0.6721397919071251,5.149735,9,0.7642808720599954,0.784543999999987,-0.7282918351980531,1,,,,
I,WFA,11.0,2020-08-22,2022-07-23,2022-07-23,2023-03-30,"{'fast_window': 20, 'slow_window': 100}",0.47404890843179154,2.652751799999997,5,0.0,0.0,0.0,0,,,,
I,WFA,12.0,2021-04-29,2023-03-30,2023-03-30,2023-12-05,"{'fast_window': 30, 'slow_window': 60}",1.1187515097159288,7.066611800000011,7,0.9713389615830511,0.883481999999991,-0.7448337618461718,3,,,,
I,WFA,13.0,2022-01-04,2023-12-05,2023-12-05,2024-08-11,"{'fast_window': 30, 'slow_window': 60}",0.298944796316054,1.4295849999999888,11,0.6805435730768553,0.593452300000008,-1.251003458033727,3,,,,
I,WFA,14.0,2022-09-11,2024-08-11,2024-08-11,2025-04-18,"{'fast_window': 20, 'slow_window': 60}",0.22422025760751713,0.9134623999999869,13,-0.7146445500501202,-0.5823469000000081,-1.512346900000004,5,,,,
I,WFA,15.0,2023-05-19,2025-04-18,2025-04-18,2025-12-24,"{'fast_window': 30, 'slow_window': 100}",0.42123191009273,1.4876609000000096,5,0.17600217454306588,0.05452870000000054,-0.2840922437467551,1,,,,
I,PWF,,2013-10-18,2016-04-03,2016-04-23,2017-07-26,"{'fast_window': 10, 'slow_window': 60}",0.7217723339278899,,17,0.08487143176493482,0.25159139999999525,-2.5470659745043527,11,0.0,2,20.0,0.0
I,PWF,,2013-10-18,2017-07-06,2017-07-26,2018-10-28,"{'fast_window': 10, 'slow_window': 60}",0.342744663022567,,31,-0.08064243053485545,-0.11604499999999796,-1.3034472370967012,21,1.0,3,20.0,0.0
I,PWF,,2013-10-18,2018-10-08,2018-10-28,2020-01-30,"{'fast_window': 10, 'slow_window': 60}",0.2260971040491714,,57,0.27113021433023415,0.4137666999999956,-1.2971256295397426,3,2.0,4,20.0,0.0
I,PWF,,2013-10-18,2020-01-10,2020-01-30,2021-05-03,"{'fast_window': 10, 'slow_window': 60}",0.31389326144275975,,65,-0.24882743428696025,-0.9924150999999992,-4.912501717842552,13,3.0,5,20.0,0.0
I,PWF,,2013-10-18,2021-04-13,2021-05-03,2022-08-05,"{'fast_window': 10, 'slow_window': 60}",0.01513189851882759,,83,-0.7910800694722291,-3.0001521999999947,-5.331859514596745,11,4.0,6,20.0,0.0
I,PWF,,2013-10-18,2022-07-16,2022-08-05,2023-11-07,"{'fast_window': 10, 'slow_window': 100}",0.14299386065232253,,63,-0.5619003300858166,-1.2032952000000097,-3.523633280923727,7,5.0,7,20.0,0.0
I,PWF,,2013-10-18,2023-10-18,2023-11-07,2025-02-08,"{'fast_window': 10, 'slow_window': 100}",0.04623753865881777,,73,0.4389033183333193,0.9356976999999933,-1.6068064193746043,9,6.0,8,20.0,0.0
I,PWF,,2013-10-18,2025-01-19,2025-02-08,2026-05-15,"{'fast_window': 10, 'slow_window': 100}",0.0826266395280408,,85,-1.6386322193867817,-2.3420383000000045,-3.0147098892708626,15,7.0,9,20.0,0.0
CU,WFA,1.0,2005-01-04,2006-12-05,2006-12-05,2007-08-12,"{'fast_window': 20, 'slow_window': 60}",0.7691788751523322,11.125889749999995,9,-0.5037920959265149,-1.6694922499999931,-4.740200692217797,3,,,,
CU,WFA,2.0,2005-09-11,2007-08-12,2007-08-12,2008-04-18,"{'fast_window': 10, 'slow_window': 40}",0.5934194569464036,10.890636749999993,19,1.5013523763260015,6.040790499999993,-3.289419319511407,3,,,,
CU,WFA,3.0,2006-05-19,2008-04-18,2008-04-18,2008-12-24,"{'fast_window': 10, 'slow_window': 40}",0.8082034261535045,13.400200750000014,21,3.685473331692925,17.575899000000007,-2.077865179400856,3,,,,
CU,WFA,4.0,2007-01-24,2008-12-24,2008-12-24,2009-08-31,"{'fast_window': 20, 'slow_window': 40}",1.6867113521027657,25.105971999999998,17,0.0,0.0,0.0,0,,,,
CU,WFA,5.0,2007-10-01,2009-08-31,2009-08-31,2010-05-08,"{'fast_window': 20, 'slow_window': 40}",2.4210774892524642,33.519314999999985,9,-1.0661188788088762,-3.023760750000004,-3.3961877499999944,3,,,,
CU,WFA,6.0,2008-06-07,2010-05-08,2010-05-08,2011-01-13,"{'fast_window': 30, 'slow_window': 40}",1.2615875647391377,14.176952999999992,17,1.8799061000948063,7.653746249999993,-2.396263056290645,1,,,,
CU,WFA,7.0,2009-02-12,2011-01-13,2011-01-13,2011-09-20,"{'fast_window': 10, 'slow_window': 40}",1.1890695259213055,15.823016,15,0.33141973690267423,0.8954189999999862,-3.6350041589453,3,,,,
CU,WFA,8.0,2009-10-20,2011-09-20,2011-09-20,2012-05-27,"{'fast_window': 10, 'slow_window': 40}",1.0442974971157895,13.041705499999988,13,-0.8278133780089645,-2.394233000000001,-4.929167534627731,7,,,,
CU,WFA,9.0,2010-06-27,2012-05-27,2012-05-27,2013-02-01,"{'fast_window': 20, 'slow_window': 60}",0.361949435439785,3.8819605000000035,9,0.9869336135977577,1.036122500000003,-1.1939407238503927,3,,,,
CU,WFA,10.0,2011-03-04,2013-02-01,2013-02-01,2013-10-09,"{'fast_window': 10, 'slow_window': 60}",0.48948907356596744,5.147336250000012,13,-0.2397762703988444,-0.22624675000000316,-1.0843208343894581,1,,,,
CU,WFA,11.0,2011-11-09,2013-10-09,2013-10-09,2014-06-16,"{'fast_window': 10, 'slow_window': 60}",0.3437708038869372,2.5408712499999986,11,0.6548233384622495,1.3987812499999919,-2.437283915467595,1,,,,
CU,WFA,12.0,2012-07-16,2014-06-16,2014-06-16,2015-02-21,"{'fast_window': 20, 'slow_window': 100}",0.24299321528631895,1.6565912499999946,11,0.0,0.0,0.0,0,,,,
CU,WFA,13.0,2013-03-23,2015-02-21,2015-02-21,2015-10-29,"{'fast_window': 30, 'slow_window': 60}",0.7965402512843068,4.876710250000005,11,0.5738933869292978,1.280285499999989,-1.5102053002898328,5,,,,
CU,WFA,14.0,2013-11-28,2015-10-29,2015-10-29,2016-07-05,"{'fast_window': 30, 'slow_window': 40}",0.7023057462267344,4.951274499999991,13,1.5307231026591124,2.6389610000000063,-1.302796150947173,7,,,,
CU,WFA,15.0,2014-08-05,2016-07-05,2016-07-05,2017-03-12,"{'fast_window': 30, 'slow_window': 40}",0.5641591544079824,3.3445932500000053,17,1.0034476996932753,3.389594500000004,-2.6189962844502235,5,,,,
CU,WFA,16.0,2015-04-12,2017-03-12,2017-03-12,2017-11-17,"{'fast_window': 30, 'slow_window': 40}",0.6606895558945072,4.855608499999997,21,1.6090348008111135,3.5536412499999948,-1.9234694377971646,5,,,,
CU,WFA,17.0,2015-12-18,2017-11-17,2017-11-17,2018-07-25,"{'fast_window': 30, 'slow_window': 40}",1.1283003602314894,8.669675750000017,19,-0.6207383877874622,-1.3960057499999956,-3.1787989718839547,5,,,,
CU,WFA,18.0,2016-08-24,2018-07-25,2018-07-25,2019-04-01,"{'fast_window': 10, 'slow_window': 60}",0.0749425427063194,0.46652325000000605,11,0.0013469928495674095,0.0014682500000029464,-1.4459558627529556,3,,,,
CU,WFA,19.0,2017-05-01,2019-04-01,2019-04-01,2019-12-07,"{'fast_window': 10, 'slow_window': 60}",-0.43806436685026506,-2.413588499999997,11,-1.5373935427946017,-1.274715500000001,-1.5125398742901772,13,,,,
CU,WFA,20.0,2018-01-06,2019-12-07,2019-12-07,2020-08-13,"{'fast_window': 20, 'slow_window': 60}",-0.41406300833317755,-2.0498540000000065,17,2.0137837419150175,3.7439795000000053,-1.5086763716375033,1,,,,
CU,WFA,21.0,2018-09-13,2020-08-13,2020-08-13,2021-04-20,"{'fast_window': 30, 'slow_window': 40}",0.6259966867220873,3.9213355000000005,21,1.959999944424774,6.635512500000007,-2.328712002829652,3,,,,
CU,WFA,22.0,2019-05-21,2021-04-20,2021-04-20,2021-12-26,"{'fast_window': 30, 'slow_window': 40}",1.2063263468339718,10.410228999999994,25,-0.06462502508500391,-0.21992175000000724,-3.45666880439977,9,,,,
CU,WFA,23.0,2020-01-26,2021-12-26,2021-12-26,2022-09-02,"{'fast_window': 20, 'slow_window': 60}",0.9899091063426946,10.434287000000019,11,1.2173300061167827,4.15520625000001,-4.702544908837551,3,,,,
CU,WFA,24.0,2020-10-02,2022-09-02,2022-09-02,2023-05-10,"{'fast_window': 30, 'slow_window': 60}",0.7453746236458153,7.2980667499999985,13,1.0023361005367144,0.8932420000000052,-0.7139772846579103,1,,,,
CU,WFA,25.0,2021-06-09,2023-05-10,2023-05-10,2024-01-15,"{'fast_window': 30, 'slow_window': 60}",1.099874037677105,11.938122750000012,13,-0.9547667772608565,-1.1102035000000066,-1.616978291230598,3,,,,
CU,WFA,26.0,2022-02-14,2024-01-15,2024-01-15,2024-09-21,"{'fast_window': 20, 'slow_window': 60}",1.1016124535059357,10.021302249999998,11,0.3541760398522889,0.883020000000001,-2.493644589148857,1,,,,
CU,WFA,27.0,2022-10-22,2024-09-21,2024-09-21,2025-05-29,"{'fast_window': 20, 'slow_window': 40}",0.7923846609754982,6.993950999999998,23,-0.4398553788835614,-1.4923537499999973,-4.899079757193278,9,,,,
CU,WFA,28.0,2023-06-29,2025-05-29,2025-05-29,2026-02-03,"{'fast_window': 20, 'slow_window': 40}",0.506357310964397,5.018508250000009,25,1.8455025494682193,12.017988749999997,-4.605372950416327,1,,,,
CU,PWF,,2005-01-04,2009-03-24,2009-04-13,2011-06-02,"{'fast_window': 10, 'slow_window': 40}",1.1331858551175706,,39,1.0816609406892888,14.928342999999987,-4.84077349213719,13,0.0,2,20.0,0.0
CU,PWF,,2005-01-04,2011-05-13,2011-06-02,2013-07-21,"{'fast_window': 10, 'slow_window': 40}",1.145813877917161,,57,-0.07604779658178486,-0.6944507499999975,-5.882887774190401,23,1.0,3,20.0,0.0
CU,PWF,,2005-01-04,2013-07-01,2013-07-21,2015-09-09,"{'fast_window': 10, 'slow_window': 40}",0.9809300640321861,,85,0.5248956618511835,3.9987562499999907,-2.841811973034042,31,2.0,4,20.0,0.0
CU,PWF,,2005-01-04,2015-08-20,2015-09-09,2017-10-28,"{'fast_window': 10, 'slow_window': 40}",0.9160220521556569,,121,0.14768731015278536,1.2562774999999915,-3.823169556719973,29,3.0,5,20.0,0.0
CU,PWF,,2005-01-04,2017-10-08,2017-10-28,2019-12-17,"{'fast_window': 10, 'slow_window': 40}",0.8577643733737282,,153,-0.27939896368261985,-1.6613300000000053,-5.057411333312206,27,4.0,6,20.0,0.0
CU,PWF,,2005-01-04,2019-11-27,2019-12-17,2022-02-04,"{'fast_window': 10, 'slow_window': 40}",0.7400966578565829,,185,-0.37190702225739103,-4.271180499999994,-9.804605135597571,37,5.0,7,20.0,0.0
CU,PWF,,2005-01-04,2022-01-15,2022-02-04,2024-03-25,"{'fast_window': 20, 'slow_window': 60}",0.7181802240706912,,135,0.89745185971386,8.742774249999986,-4.702544908837551,13,6.0,8,20.0,0.0
CU,PWF,,2005-01-04,2024-03-05,2024-03-25,2026-05-15,"{'fast_window': 20, 'slow_window': 60}",0.7339723483142669,,149,0.10275365609165192,1.599759249999999,-9.962542872151088,17,7.0,9,20.0,0.0
