label,days,sharpe_ann,daily_mean,daily_std,total_pnl,max_dd
AG,2441,0.6301611481887107,642.9328680433698,16196.24266054748,1569399.1308938658,-784680.1625052311
I,2441,-0.26625520623557397,-74.33009131258687,4431.664026156094,-181439.7528940244,-351271.01160185377
CU,2441,0.13950226647171982,36.93958209420649,4203.4993507035615,90169.51989195787,-141444.9958083867
PORTFOLIO,2441,0.525993113687934,605.5423588249895,18275.309483046323,1478128.8978917997,-842298.8962520924
