mult,ag_sharpe,i_sharpe,cu_sharpe,port_full_sharpe,port_full_psr0,port_full_mintrl,port_full_sig,port_agcu_sharpe,port_agcu_psr0,port_agcu_sig,ag_solo_sharpe,ag_solo_psr0,ag_solo_sig,days
1.0,1.207481024514304,-0.1222560704486714,0.39172518018581537,0.7824751914286668,0.9927768537430873,1095.3784761597697,True,0.9905439623589438,0.9990578607678313,True,1.207481024514305,0.9999359359598731,True,2421
2.0,1.1968543651230188,-0.14835434786582638,0.37344063231948954,0.7536143975966823,0.9907415499044703,1181.4432019289538,True,0.9703963520766874,0.9988337647491368,True,1.1968543651230201,0.9999264179325119,True,2421
5.0,1.1648160996168613,-0.02883746326482334,0.3185908899643533,0.7635201830838512,0.9915128560410893,1149.8647630197056,True,0.909949595218847,0.9978371492370441,True,1.1648160996168624,0.9998890418927592,True,2421
