sym,method,label,n_splits,oos_sharpe_mean,oos_sharpe_median,oos_sharpe_std,oos_sharpe_q10,oos_sharpe_q25,oos_sharpe_q75,oos_sharpe_q90,oos_sharpe_min,oos_sharpe_max,oos_positive_pct,is_oos_corr
AG,WFA,AG WFA,17,0.42383799842774317,0.5198542831009779,0.7648177668010216,-0.3383744887323708,0.0851525151777765,0.6818429817155047,1.4471360807035292,-1.1881770515720096,1.7575660366107615,76.47058823529412,-0.1988125954716416
AG,PWF,AG PWF,8,0.7498765083785981,0.802692008954029,0.8507144737260282,-0.08301986533096836,0.3680732815015321,1.3793654798950978,1.5130614291592281,-0.835187185542013,1.8176586812663087,87.5,-0.6070839268898184
I,WFA,I WFA,15,0.44542659959234315,0.6366560738350358,1.0058793340349013,-0.8536912531528882,0.08800108727153294,0.7709978679541847,1.6315486911242774,-1.3890170034723484,2.412280981036134,73.33333333333333,0.043894407728414755
I,PWF,I PWF,8,-0.31577218991726935,-0.16473493241090786,0.6730238554285098,-1.0453457144465947,-0.6191952649324197,0.13143612740625965,0.32146214553115965,-1.6386322193867817,0.4389033183333193,37.5,0.3752119655855365
CU,WFA,CU WFA,28,0.5677358259777818,0.4640347133907934,1.1868556413864766,-0.8658993977845321,-0.28979604752002364,1.5086950579092793,1.9039342533937966,-1.5373935427946017,3.685473331692925,60.71428571428571,-0.1920543560873925
CU,PWF,CU PWF,8,0.2533869557471217,0.12522048312221865,0.5334279746669697,-0.3071513812550512,-0.1268855883569936,0.6180347113168526,0.9527145840064886,-0.37190702225739103,1.0816609406892888,62.5,0.25207880316771014
