capital,ag_lots,cu_lots,ag_solo_sharpe,ag_solo_sig,ag_solo_dd_pct,ag_solo_ann_pct,ag_cu_sharpe,ag_cu_sig,ag_cu_dd_pct,ag_cu_ann_pct,full_sharpe
300000,0.9571481344661987,0.6686819830713422,0.9666212404933312,True,6.0,6.027812884758363,0.7422451629052806,True,23.713382666666664,8.572639377943002,0.5481732950374969
500000,1.8001477650535649,1.154776299879081,1.200239811453619,True,6.419999999999999,7.805778691449813,0.8777937768520658,True,20.280387699999995,10.754035152416357,0.6662681213675191
1000000,3.602512005910602,2.217896009673519,1.2913520917214383,True,6.419999999999999,8.731830555390335,1.015686630416736,True,17.7874357,11.997473417843866,0.8032489876030756
2000000,7.231991134096786,4.416686819830713,1.1789881745245492,True,9.069,8.0739731732342,1.0051776440208333,True,18.3545857,11.672560496654274,0.8069727384259751
5000000,18.026967122275583,11.092140266021765,1.1886393605530734,True,8.1402,7.855057066617101,0.987483670319301,True,17.676129000000003,11.388865172193304,0.7772479876306885
10000000,36.083117842630216,22.152599758162033,1.2191059329953022,True,7.30065,8.063560511375465,0.9961176654009005,True,17.88068325,11.429266245204458,0.7862819133300719
