mult,ag_sharpe,i_sharpe,cu_sharpe,port_sharpe,port_total,port_dd,days
1.0,0.6085638511849939,0.3969516793148461,0.7233105858856063,0.9930159298416688,1268909.962454751,-181328.73692950065,2477
2.0,0.5996283168102086,0.3799686622208098,0.7099992436535466,0.9717893531385734,1242027.6525995457,-188232.9242071418,2477
5.0,0.5727390183410476,0.32883694009051573,0.6698517947336964,0.9078391697967211,1160863.453670382,-208904.49106989382,2477
